hdop,satellites,vibration_x,gps_trust_score,action_taken,scenario
2.77,18,0.223,0.64,CAUTION,Poor_GPS
1.79,8,0.234,0.5725,CAUTION,Medium_GPS
1.93,15,0.261,0.73,CAUTION,Medium_GPS
3.23,14,0.888,0.39,SWITCH_TO_NON_GPS,Poor_GPS
0.84,6,0.607,0.52,SWITCH_TO_NON_GPS,Good_GPS
3.25,7,0.202,0.37,SWITCH_TO_NON_GPS,Poor_GPS
1.27,17,0.771,0.68,CAUTION,Good_GPS
1.08,12,0.623,0.66,CAUTION,Good_GPS
2.03,14,0.04,0.5925,CAUTION,Medium_GPS
0.52,7,0.469,0.685,CAUTION,Good_GPS
1.11,19,0.106,0.8375,CAUTION,Good_GPS
1.03,19,0.4,0.7975,CAUTION,Good_GPS
0.85,20,0.405,0.8325,CAUTION,Good_GPS
1.95,14,0.018,0.6825,CAUTION,Medium_GPS
2.89,11,0.099,0.5925,CAUTION,Poor_GPS
3.31,10,0.372,0.44,SWITCH_TO_NON_GPS,Poor_GPS
3.01,22,0.058,0.6025,CAUTION,Poor_GPS
1.96,10,0.11,0.6825,CAUTION,Medium_GPS
2.64,13,0.211,0.5525,CAUTION,Poor_GPS
2.02,9,0.089,0.5225,SWITCH_TO_NON_GPS,Medium_GPS
2.18,15,0.174,0.68,CAUTION,Medium_GPS
2.19,11,0.376,0.5525,CAUTION,Medium_GPS
3.47,17,0.616,0.4775,SWITCH_TO_NON_GPS,Poor_GPS
2.65,15,0.087,0.68,CAUTION,Poor_GPS
1.46,7,0.012,0.6125,CAUTION,Good_GPS
3.28,7,0.789,0.32,SWITCH_TO_NON_GPS,Poor_GPS
1.8,8,0.064,0.6125,CAUTION,Medium_GPS
1.29,8,0.225,0.5725,CAUTION,Good_GPS
2.6,22,0.136,0.715,CAUTION,Poor_GPS
3.09,18,0.648,0.4775,SWITCH_TO_NON_GPS,Poor_GPS
0.8,15,0.631,0.7475,CAUTION,Good_GPS
1.24,22,0.216,0.765,CAUTION,Good_GPS
2.66,15,0.249,0.64,CAUTION,Poor_GPS
0.56,8,0.061,0.725,CAUTION,Good_GPS
2.86,21,0.055,0.715,CAUTION,Poor_GPS
2.79,7,0.074,0.5225,SWITCH_TO_NON_GPS,Poor_GPS
1.71,9,0.007,0.6125,CAUTION,Medium_GPS
1.23,12,0.142,0.6825,CAUTION,Good_GPS
1.02,8,0.263,0.64,CAUTION,Good_GPS
2.63,21,0.374,0.675,CAUTION,Poor_GPS
1.25,6,0.016,0.5425,SWITCH_TO_NON_GPS,Good_GPS
1.49,10,0.658,0.5925,CAUTION,Good_GPS
2.02,12,0.057,0.5925,CAUTION,Medium_GPS
1.52,13,0.043,0.6825,CAUTION,Medium_GPS
2.05,17,0.705,0.59,CAUTION,Medium_GPS
2.61,20,0.472,0.675,CAUTION,Poor_GPS
1.54,7,0.836,0.5225,SWITCH_TO_NON_GPS,Medium_GPS
0.62,14,0.188,0.795,CAUTION,Good_GPS
2.76,13,0.033,0.5925,CAUTION,Poor_GPS
2.88,8,0.402,0.4825,SWITCH_TO_NON_GPS,Poor_GPS
1.33,17,0.288,0.73,CAUTION,Good_GPS
3.08,14,0.538,0.39,SWITCH_TO_NON_GPS,Poor_GPS
1.93,8,0.088,0.6125,CAUTION,Medium_GPS
0.67,7,0.304,0.685,CAUTION,Good_GPS
1.07,12,0.54,0.66,CAUTION,Good_GPS
2.49,14,0.059,0.5925,CAUTION,Medium_GPS
2.98,8,0.486,0.4825,SWITCH_TO_NON_GPS,Poor_GPS
1.5,13,0.399,0.6425,CAUTION,Medium_GPS
3.14,13,0.025,0.48,SWITCH_TO_NON_GPS,Poor_GPS
0.86,13,0.698,0.66,CAUTION,Good_GPS
2.57,8,0.199,0.5225,SWITCH_TO_NON_GPS,Poor_GPS
1.63,18,0.19,0.77,CAUTION,Medium_GPS
3.01,16,0.693,0.4775,SWITCH_TO_NON_GPS,Poor_GPS
1.89,20,0.328,0.765,CAUTION,Medium_GPS
1.96,21,0.068,0.805,CAUTION,Medium_GPS
1.38,20,0.12,0.805,CAUTION,Good_GPS
1.13,8,0.318,0.64,CAUTION,Good_GPS
1.55,16,0.077,0.77,CAUTION,Medium_GPS
1.51,13,0.498,0.6425,CAUTION,Medium_GPS
0.53,22,0.383,0.8775,GPS_OK,Excellent_GPS
0.76,19,0.035,0.8825,GPS_OK,Good_GPS
3.47,10,0.28,0.44,SWITCH_TO_NON_GPS,Poor_GPS
1.0,21,0.561,0.7825,CAUTION,Good_GPS
1.47,9,0.152,0.6125,CAUTION,Good_GPS
2.72,8,0.722,0.4325,SWITCH_TO_NON_GPS,Poor_GPS
1.67,13,0.013,0.6825,CAUTION,Medium_GPS
2.19,16,0.058,0.68,CAUTION,Medium_GPS
3.39,15,0.163,0.5675,CAUTION,Poor_GPS
2.68,9,0.112,0.5225,SWITCH_TO_NON_GPS,Poor_GPS
2.4,22,0.344,0.675,CAUTION,Medium_GPS
2.92,13,0.536,0.5025,SWITCH_TO_NON_GPS,Poor_GPS
1.91,22,0.41,0.765,CAUTION,Medium_GPS
2.15,12,0.453,0.5525,CAUTION,Medium_GPS
0.68,18,0.485,0.8425,CAUTION,Good_GPS
1.35,12,0.099,0.6825,CAUTION,Good_GPS
2.42,6,0.53,0.3625,SWITCH_TO_NON_GPS,Medium_GPS
1.93,22,0.119,0.805,CAUTION,Medium_GPS
1.07,14,0.347,0.71,CAUTION,Good_GPS
1.78,19,0.144,0.77,CAUTION,Medium_GPS
1.06,8,0.428,0.64,CAUTION,Good_GPS
2.4,14,0.206,0.5525,CAUTION,Medium_GPS
1.69,13,0.536,0.5925,CAUTION,Medium_GPS
1.24,19,0.165,0.77,CAUTION,Good_GPS
2.19,10,0.776,0.5025,SWITCH_TO_NON_GPS,Medium_GPS
1.53,20,0.136,0.805,CAUTION,Medium_GPS
1.79,13,0.121,0.6825,CAUTION,Medium_GPS
2.15,13,0.204,0.5525,CAUTION,Medium_GPS
3.18,12,0.469,0.44,SWITCH_TO_NON_GPS,Poor_GPS
3.22,22,0.501,0.5125,SWITCH_TO_NON_GPS,Poor_GPS
1.41,16,0.04,0.77,CAUTION,Good_GPS
1.24,18,0.199,0.77,CAUTION,Good_GPS
0.81,15,0.004,0.8375,CAUTION,Good_GPS
1.64,7,0.023,0.6125,CAUTION,Medium_GPS
0.96,11,0.8,0.66,CAUTION,Good_GPS
1.39,16,0.479,0.73,CAUTION,Good_GPS
2.93,14,0.106,0.5925,CAUTION,Poor_GPS
2.44,22,0.71,0.625,CAUTION,Medium_GPS
2.3,14,0.409,0.5525,CAUTION,Medium_GPS
1.56,13,0.013,0.6825,CAUTION,Medium_GPS
1.35,20,0.09,0.805,CAUTION,Good_GPS
3.25,11,0.215,0.44,SWITCH_TO_NON_GPS,Poor_GPS
2.5,22,0.379,0.675,CAUTION,Poor_GPS
1.58,15,0.138,0.77,CAUTION,Medium_GPS
2.05,16,0.771,0.59,CAUTION,Medium_GPS
2.19,11,0.749,0.5025,SWITCH_TO_NON_GPS,Medium_GPS
2.44,20,0.405,0.675,CAUTION,Medium_GPS
3.1,17,0.41,0.5275,SWITCH_TO_NON_GPS,Poor_GPS
0.73,18,0.32,0.8425,CAUTION,Good_GPS
2.83,15,0.121,0.68,CAUTION,Poor_GPS
0.79,14,0.223,0.755,CAUTION,Good_GPS
1.12,19,0.481,0.7975,CAUTION,Good_GPS
2.34,13,0.409,0.5525,CAUTION,Medium_GPS
2.44,13,0.695,0.5025,SWITCH_TO_NON_GPS,Medium_GPS
2.69,11,0.174,0.5925,CAUTION,Poor_GPS
0.74,17,0.525,0.7925,CAUTION,Good_GPS
0.67,9,0.259,0.685,CAUTION,Good_GPS
1.08,20,0.303,0.8325,CAUTION,Good_GPS
2.42,8,0.238,0.4825,SWITCH_TO_NON_GPS,Medium_GPS
0.94,8,0.077,0.68,CAUTION,Good_GPS
2.0,13,0.22,0.5525,CAUTION,Medium_GPS
2.89,13,0.074,0.5925,CAUTION,Poor_GPS
0.59,6,0.188,0.655,CAUTION,Good_GPS
3.4,6,0.642,0.25,SWITCH_TO_NON_GPS,Poor_GPS
3.47,21,0.259,0.5625,CAUTION,Poor_GPS
3.17,20,0.532,0.5125,SWITCH_TO_NON_GPS,Poor_GPS
1.92,17,0.114,0.77,CAUTION,Medium_GPS
2.95,13,0.493,0.5525,CAUTION,Poor_GPS
3.23,13,0.804,0.39,SWITCH_TO_NON_GPS,Poor_GPS
3.22,6,0.117,0.34,SWITCH_TO_NON_GPS,Poor_GPS
2.32,10,0.364,0.5525,CAUTION,Medium_GPS
1.04,8,0.383,0.64,CAUTION,Good_GPS
1.97,21,0.579,0.715,CAUTION,Medium_GPS
3.02,21,0.115,0.6025,CAUTION,Poor_GPS
0.71,6,0.168,0.655,CAUTION,Good_GPS
1.85,20,0.0,0.805,CAUTION,Medium_GPS
3.43,11,0.388,0.44,SWITCH_TO_NON_GPS,Poor_GPS
1.77,11,0.172,0.6825,CAUTION,Medium_GPS
3.19,17,0.05,0.5675,CAUTION,Poor_GPS
1.21,22,0.147,0.805,CAUTION,Good_GPS
3.38,15,0.55,0.4775,SWITCH_TO_NON_GPS,Poor_GPS
2.89,20,0.237,0.675,CAUTION,Poor_GPS
2.68,6,0.505,0.3625,SWITCH_TO_NON_GPS,Poor_GPS
2.94,17,0.168,0.68,CAUTION,Poor_GPS
1.99,17,0.147,0.77,CAUTION,Medium_GPS
3.31,21,0.178,0.6025,CAUTION,Poor_GPS
2.48,21,0.399,0.675,CAUTION,Medium_GPS
3.18,8,0.194,0.41,SWITCH_TO_NON_GPS,Poor_GPS
0.85,6,0.439,0.57,CAUTION,Good_GPS
2.31,22,0.227,0.675,CAUTION,Medium_GPS
2.02,18,0.296,0.64,CAUTION,Medium_GPS
1.82,19,0.051,0.77,CAUTION,Medium_GPS
3.1,19,0.688,0.4775,SWITCH_TO_NON_GPS,Poor_GPS
1.28,21,0.344,0.765,CAUTION,Good_GPS
2.38,6,0.052,0.4525,SWITCH_TO_NON_GPS,Medium_GPS
2.89,22,0.119,0.715,CAUTION,Poor_GPS
0.68,16,0.32,0.8425,CAUTION,Good_GPS
0.84,12,0.25,0.71,CAUTION,Good_GPS
1.15,17,0.898,0.7475,CAUTION,Good_GPS
0.52,16,0.148,0.8825,GPS_OK,Good_GPS
3.0,11,0.254,0.44,SWITCH_TO_NON_GPS,Poor_GPS
1.34,17,0.275,0.73,CAUTION,Good_GPS
1.21,20,0.432,0.765,CAUTION,Good_GPS
0.55,17,0.558,0.7925,CAUTION,Good_GPS
3.45,20,0.212,0.5625,CAUTION,Poor_GPS
2.99,19,0.24,0.64,CAUTION,Poor_GPS
1.59,16,0.258,0.73,CAUTION,Medium_GPS
3.34,8,0.44,0.37,SWITCH_TO_NON_GPS,Poor_GPS
1.78,20,0.399,0.765,CAUTION,Medium_GPS
1.29,20,0.114,0.805,CAUTION,Good_GPS
1.76,21,0.325,0.765,CAUTION,Medium_GPS
3.25,8,0.572,0.32,SWITCH_TO_NON_GPS,Poor_GPS
1.85,20,0.21,0.765,CAUTION,Medium_GPS
1.11,21,0.319,0.8325,CAUTION,Good_GPS
2.91,19,0.446,0.64,CAUTION,Poor_GPS
1.42,16,0.048,0.77,CAUTION,Good_GPS
2.49,10,0.276,0.5525,CAUTION,Medium_GPS
2.09,19,0.454,0.64,CAUTION,Medium_GPS
0.9,18,0.125,0.8375,CAUTION,Good_GPS
1.38,17,0.162,0.77,CAUTION,Good_GPS
2.73,12,0.193,0.5925,CAUTION,Poor_GPS
2.29,22,0.158,0.715,CAUTION,Medium_GPS
3.19,6,0.167,0.34,SWITCH_TO_NON_GPS,Poor_GPS
1.64,7,0.291,0.5725,CAUTION,Medium_GPS
0.53,15,0.081,0.8825,GPS_OK,Good_GPS
0.9,14,0.293,0.71,CAUTION,Good_GPS
2.59,9,0.067,0.5225,SWITCH_TO_NON_GPS,Poor_GPS
0.94,15,0.085,0.8375,CAUTION,Good_GPS
3.02,22,0.822,0.5125,SWITCH_TO_NON_GPS,Poor_GPS
2.44,7,0.263,0.4825,SWITCH_TO_NON_GPS,Medium_GPS
3.1,19,0.653,0.4775,SWITCH_TO_NON_GPS,Poor_GPS
0.58,6,0.044,0.655,CAUTION,Good_GPS
2.03,12,0.518,0.5025,SWITCH_TO_NON_GPS,Medium_GPS
3.47,15,0.288,0.5275,SWITCH_TO_NON_GPS,Poor_GPS
1.68,9,0.451,0.5725,CAUTION,Medium_GPS
0.86,22,0.355,0.8325,CAUTION,Good_GPS
1.55,8,0.516,0.5225,SWITCH_TO_NON_GPS,Medium_GPS
3.25,11,0.524,0.39,SWITCH_TO_NON_GPS,Poor_GPS
0.82,18,0.013,0.8375,CAUTION,Good_GPS
0.54,15,0.438,0.8425,CAUTION,Good_GPS
2.46,13,0.273,0.5525,CAUTION,Medium_GPS
2.13,17,0.449,0.64,CAUTION,Medium_GPS
3.37,18,0.325,0.5275,SWITCH_TO_NON_GPS,Poor_GPS
3.35,19,0.137,0.5675,CAUTION,Poor_GPS
2.69,6,0.157,0.4525,SWITCH_TO_NON_GPS,Poor_GPS
2.3,8,0.423,0.4825,SWITCH_TO_NON_GPS,Medium_GPS
1.49,9,0.01,0.6125,CAUTION,Good_GPS
1.22,21,0.504,0.715,CAUTION,Good_GPS
0.59,8,0.486,0.685,CAUTION,Good_GPS
0.94,7,0.709,0.59,CAUTION,Good_GPS
2.74,22,0.118,0.715,CAUTION,Poor_GPS
2.97,17,0.082,0.68,CAUTION,Poor_GPS
3.01,18,0.543,0.4775,SWITCH_TO_NON_GPS,Poor_GPS
2.86,8,0.313,0.4825,SWITCH_TO_NON_GPS,Poor_GPS
1.9,15,0.708,0.68,CAUTION,Medium_GPS
1.62,6,1.173,0.4025,SWITCH_TO_NON_GPS,Medium_GPS
3.35,8,0.272,0.37,SWITCH_TO_NON_GPS,Poor_GPS
1.29,11,0.28,0.6425,CAUTION,Good_GPS
1.24,22,0.16,0.805,CAUTION,Good_GPS
3.04,12,0.366,0.44,SWITCH_TO_NON_GPS,Poor_GPS
1.38,13,0.04,0.6825,CAUTION,Good_GPS
3.33,16,0.705,0.4775,SWITCH_TO_NON_GPS,Poor_GPS
1.92,22,0.266,0.765,CAUTION,Medium_GPS
1.34,6,0.32,0.5025,SWITCH_TO_NON_GPS,Good_GPS
1.2,22,0.449,0.765,CAUTION,Good_GPS
2.52,17,0.479,0.64,CAUTION,Poor_GPS
0.85,15,0.868,0.7475,CAUTION,Good_GPS
0.66,11,0.486,0.755,CAUTION,Good_GPS
2.41,18,0.27,0.64,CAUTION,Medium_GPS
0.64,9,0.335,0.685,CAUTION,Good_GPS
1.35,18,0.013,0.77,CAUTION,Good_GPS
1.46,9,0.586,0.5225,SWITCH_TO_NON_GPS,Good_GPS
1.48,12,0.148,0.6825,CAUTION,Good_GPS
0.94,18,0.894,0.7475,CAUTION,Good_GPS
3.11,8,0.299,0.37,SWITCH_TO_NON_GPS,Poor_GPS
2.88,14,0.615,0.5025,SWITCH_TO_NON_GPS,Poor_GPS
2.79,19,0.371,0.64,CAUTION,Poor_GPS
1.31,13,0.551,0.5925,CAUTION,Good_GPS
1.42,6,0.106,0.5425,SWITCH_TO_NON_GPS,Good_GPS
3.24,7,0.573,0.32,SWITCH_TO_NON_GPS,Poor_GPS
1.56,13,0.163,0.6825,CAUTION,Medium_GPS
0.9,21,0.205,0.8325,CAUTION,Good_GPS
3.47,10,0.386,0.44,SWITCH_TO_NON_GPS,Poor_GPS
0.74,21,0.355,0.8775,GPS_OK,Excellent_GPS
1.71,12,0.402,0.6425,CAUTION,Medium_GPS
2.86,16,0.365,0.64,CAUTION,Poor_GPS
1.0,11,0.566,0.66,CAUTION,Good_GPS
2.88,12,0.047,0.5925,CAUTION,Poor_GPS
2.92,6,0.356,0.4125,SWITCH_TO_NON_GPS,Poor_GPS
2.47,13,0.562,0.5025,SWITCH_TO_NON_GPS,Medium_GPS
2.33,14,0.418,0.5525,CAUTION,Medium_GPS
2.82,16,0.037,0.68,CAUTION,Poor_GPS
1.09,16,0.746,0.7475,CAUTION,Good_GPS
1.7,9,0.152,0.6125,CAUTION,Medium_GPS
1.85,11,0.05,0.6825,CAUTION,Medium_GPS
0.86,11,0.133,0.75,CAUTION,Good_GPS
1.67,10,0.434,0.6425,CAUTION,Medium_GPS
0.54,21,0.2,0.8775,GPS_OK,Excellent_GPS
2.49,13,0.077,0.5925,CAUTION,Medium_GPS
3.12,8,0.12,0.41,SWITCH_TO_NON_GPS,Poor_GPS
1.01,22,0.409,0.8325,CAUTION,Good_GPS
3.46,12,0.255,0.44,SWITCH_TO_NON_GPS,Poor_GPS
1.31,6,0.01,0.5425,SWITCH_TO_NON_GPS,Good_GPS
1.37,13,0.535,0.5925,CAUTION,Good_GPS
0.93,11,0.584,0.66,CAUTION,Good_GPS
3.43,12,0.652,0.39,SWITCH_TO_NON_GPS,Poor_GPS
1.32,16,0.427,0.73,CAUTION,Good_GPS
1.14,22,0.116,0.8725,GPS_OK,Good_GPS
1.23,19,0.09,0.77,CAUTION,Good_GPS
0.52,10,0.133,0.795,CAUTION,Good_GPS
2.91,13,0.17,0.5925,CAUTION,Poor_GPS
3.45,18,0.373,0.5275,SWITCH_TO_NON_GPS,Poor_GPS
1.39,18,0.325,0.73,CAUTION,Good_GPS
3.45,21,0.544,0.5125,SWITCH_TO_NON_GPS,Poor_GPS
3.0,18,0.636,0.4775,SWITCH_TO_NON_GPS,Poor_GPS
2.3,10,0.162,0.5925,CAUTION,Medium_GPS
1.45,18,0.552,0.68,CAUTION,Good_GPS
1.21,11,0.346,0.6425,CAUTION,Good_GPS
2.74,11,0.245,0.5525,CAUTION,Poor_GPS
2.36,11,0.057,0.5925,CAUTION,Medium_GPS
1.65,16,0.779,0.68,CAUTION,Medium_GPS
1.89,18,0.676,0.68,CAUTION,Medium_GPS
1.78,22,0.568,0.715,CAUTION,Medium_GPS
1.2,13,0.154,0.6825,CAUTION,Good_GPS
0.91,9,0.424,0.64,CAUTION,Good_GPS
1.42,15,0.823,0.68,CAUTION,Good_GPS
3.47,19,0.222,0.5275,SWITCH_TO_NON_GPS,Poor_GPS
2.91,6,0.447,0.4125,SWITCH_TO_NON_GPS,Poor_GPS
1.42,19,0.188,0.77,CAUTION,Good_GPS
0.51,14,0.463,0.755,CAUTION,Good_GPS
2.54,10,0.794,0.5025,SWITCH_TO_NON_GPS,Poor_GPS
0.65,22,0.393,0.8775,GPS_OK,Excellent_GPS
1.61,6,0.248,0.5025,SWITCH_TO_NON_GPS,Medium_GPS
2.26,11,0.363,0.5525,CAUTION,Medium_GPS
0.67,21,0.594,0.8275,CAUTION,Excellent_GPS
2.98,8,0.598,0.4325,SWITCH_TO_NON_GPS,Poor_GPS
3.49,22,0.484,0.5625,CAUTION,Poor_GPS
3.28,7,0.17,0.41,SWITCH_TO_NON_GPS,Poor_GPS
1.94,12,0.597,0.5925,CAUTION,Medium_GPS
2.25,8,0.234,0.4825,SWITCH_TO_NON_GPS,Medium_GPS
2.08,21,0.518,0.625,CAUTION,Medium_GPS
2.99,14,0.159,0.5925,CAUTION,Poor_GPS
2.8,15,0.625,0.59,CAUTION,Poor_GPS
2.28,11,0.258,0.5525,CAUTION,Medium_GPS
2.05,14,0.016,0.5925,CAUTION,Medium_GPS
1.41,10,0.576,0.5925,CAUTION,Good_GPS
2.26,18,0.073,0.68,CAUTION,Medium_GPS
1.84,18,0.303,0.73,CAUTION,Medium_GPS
1.95,22,0.37,0.765,CAUTION,Medium_GPS
1.07,14,0.232,0.71,CAUTION,Good_GPS
0.67,16,0.084,0.8825,GPS_OK,Good_GPS
1.65,20,0.067,0.805,CAUTION,Medium_GPS
1.64,19,0.119,0.77,CAUTION,Medium_GPS
0.65,8,0.391,0.685,CAUTION,Good_GPS
2.29,7,0.247,0.4825,SWITCH_TO_NON_GPS,Medium_GPS
0.53,14,0.297,0.755,CAUTION,Good_GPS
3.26,21,0.207,0.5625,CAUTION,Poor_GPS
3.06,7,0.184,0.41,SWITCH_TO_NON_GPS,Poor_GPS
2.5,6,0.004,0.4525,SWITCH_TO_NON_GPS,Poor_GPS
1.18,12,0.027,0.75,CAUTION,Good_GPS
1.85,20,0.293,0.765,CAUTION,Medium_GPS
3.14,20,0.443,0.5625,CAUTION,Poor_GPS
1.58,21,0.297,0.765,CAUTION,Medium_GPS
2.7,6,0.063,0.4525,SWITCH_TO_NON_GPS,Poor_GPS
1.25,10,0.285,0.6425,CAUTION,Good_GPS
2.56,6,0.159,0.4525,SWITCH_TO_NON_GPS,Poor_GPS
1.83,17,0.132,0.77,CAUTION,Medium_GPS
0.53,12,0.33,0.755,CAUTION,Good_GPS
0.63,11,0.624,0.705,CAUTION,Good_GPS
2.53,15,0.458,0.64,CAUTION,Poor_GPS
3.35,6,0.703,0.25,SWITCH_TO_NON_GPS,Poor_GPS
2.44,6,0.357,0.4125,SWITCH_TO_NON_GPS,Medium_GPS
1.93,21,0.058,0.805,CAUTION,Medium_GPS
3.22,13,0.161,0.48,SWITCH_TO_NON_GPS,Poor_GPS
0.87,13,0.348,0.71,CAUTION,Good_GPS
1.07,15,0.923,0.7475,CAUTION,Good_GPS
0.54,13,0.369,0.755,CAUTION,Good_GPS
2.25,7,0.749,0.4325,SWITCH_TO_NON_GPS,Medium_GPS
0.71,8,0.539,0.635,CAUTION,Good_GPS
1.44,9,0.331,0.5725,CAUTION,Good_GPS
0.81,11,0.782,0.66,CAUTION,Good_GPS
3.1,6,0.63,0.25,SWITCH_TO_NON_GPS,Poor_GPS
1.14,18,0.017,0.8375,CAUTION,Good_GPS
0.82,6,0.374,0.57,CAUTION,Good_GPS
1.76,18,0.4,0.73,CAUTION,Medium_GPS
2.91,22,0.138,0.715,CAUTION,Poor_GPS
3.4,13,0.232,0.44,SWITCH_TO_NON_GPS,Poor_GPS
2.79,6,0.528,0.3625,SWITCH_TO_NON_GPS,Poor_GPS
3.06,6,0.739,0.25,SWITCH_TO_NON_GPS,Poor_GPS
1.28,20,0.422,0.765,CAUTION,Good_GPS
1.32,17,0.103,0.77,CAUTION,Good_GPS
3.27,6,0.398,0.3,SWITCH_TO_NON_GPS,Poor_GPS
1.03,20,0.476,0.8325,CAUTION,Good_GPS
2.42,6,0.063,0.4525,SWITCH_TO_NON_GPS,Medium_GPS
0.98,15,0.269,0.7975,CAUTION,Good_GPS
2.03,8,0.153,0.5225,SWITCH_TO_NON_GPS,Medium_GPS
1.75,20,0.96,0.715,CAUTION,Medium_GPS
2.48,22,0.211,0.675,CAUTION,Medium_GPS
3.05,17,0.454,0.5275,SWITCH_TO_NON_GPS,Poor_GPS
0.84,22,0.456,0.8325,CAUTION,Good_GPS
2.76,14,0.285,0.5525,CAUTION,Poor_GPS
1.77,9,0.153,0.6125,CAUTION,Medium_GPS
1.33,7,0.513,0.5225,SWITCH_TO_NON_GPS,Good_GPS
3.37,22,0.168,0.6025,CAUTION,Poor_GPS
2.2,13,0.278,0.5525,CAUTION,Medium_GPS
2.45,11,0.012,0.5925,CAUTION,Medium_GPS
0.8,9,0.448,0.64,CAUTION,Good_GPS
2.14,15,0.615,0.59,CAUTION,Medium_GPS
3.27,7,0.137,0.41,SWITCH_TO_NON_GPS,Poor_GPS
2.92,8,0.37,0.4825,SWITCH_TO_NON_GPS,Poor_GPS
3.13,14,0.042,0.48,SWITCH_TO_NON_GPS,Poor_GPS
1.27,10,0.613,0.5925,CAUTION,Good_GPS
3.25,16,0.669,0.4775,SWITCH_TO_NON_GPS,Poor_GPS
1.45,15,0.428,0.73,CAUTION,Good_GPS
0.86,10,0.33,0.71,CAUTION,Good_GPS
2.38,7,0.387,0.4825,SWITCH_TO_NON_GPS,Medium_GPS
1.14,17,0.089,0.8375,CAUTION,Good_GPS
2.35,15,0.565,0.59,CAUTION,Medium_GPS
1.06,15,0.457,0.7975,CAUTION,Good_GPS
3.01,21,0.471,0.5625,CAUTION,Poor_GPS
1.6,16,0.37,0.73,CAUTION,Medium_GPS
2.84,15,0.177,0.68,CAUTION,Poor_GPS
0.94,18,0.552,0.7475,CAUTION,Good_GPS
1.42,17,0.657,0.68,CAUTION,Good_GPS
1.14,7,0.277,0.64,CAUTION,Good_GPS
3.33,7,0.402,0.37,SWITCH_TO_NON_GPS,Poor_GPS
2.35,14,0.675,0.5025,SWITCH_TO_NON_GPS,Medium_GPS
1.26,7,0.692,0.5225,SWITCH_TO_NON_GPS,Good_GPS
0.96,8,0.299,0.64,CAUTION,Good_GPS
2.14,13,0.205,0.5525,CAUTION,Medium_GPS
2.9,18,0.068,0.68,CAUTION,Poor_GPS
2.99,22,0.234,0.675,CAUTION,Poor_GPS
0.6,16,0.178,0.8825,GPS_OK,Good_GPS
2.65,15,0.269,0.64,CAUTION,Poor_GPS
0.6,15,0.536,0.7925,CAUTION,Good_GPS
1.25,18,0.715,0.68,CAUTION,Good_GPS
1.98,13,0.048,0.6825,CAUTION,Medium_GPS
1.33,17,0.417,0.73,CAUTION,Good_GPS
0.56,6,0.603,0.565,CAUTION,Good_GPS
0.91,15,0.427,0.7975,CAUTION,Good_GPS
2.28,14,0.133,0.5925,CAUTION,Medium_GPS
2.56,16,0.408,0.64,CAUTION,Poor_GPS
2.6,19,0.287,0.64,CAUTION,Poor_GPS
1.89,10,0.316,0.6425,CAUTION,Medium_GPS
1.68,6,0.318,0.5025,SWITCH_TO_NON_GPS,Medium_GPS
1.32,21,0.771,0.715,CAUTION,Good_GPS
1.68,7,0.189,0.6125,CAUTION,Medium_GPS
0.66,10,0.139,0.795,CAUTION,Good_GPS
2.47,9,0.12,0.5225,SWITCH_TO_NON_GPS,Medium_GPS
1.2,19,0.075,0.77,CAUTION,Good_GPS
2.7,20,0.345,0.675,CAUTION,Poor_GPS
2.05,18,0.104,0.68,CAUTION,Medium_GPS
0.9,11,0.941,0.66,CAUTION,Good_GPS
0.9,13,0.74,0.66,CAUTION,Good_GPS
1.43,13,0.266,0.6425,CAUTION,Good_GPS
1.72,18,0.101,0.77,CAUTION,Medium_GPS
2.43,7,0.376,0.4825,SWITCH_TO_NON_GPS,Medium_GPS
0.61,14,0.17,0.795,CAUTION,Good_GPS
3.12,22,0.472,0.5625,CAUTION,Poor_GPS
1.32,12,0.473,0.6425,CAUTION,Good_GPS
1.98,6,0.597,0.4525,SWITCH_TO_NON_GPS,Medium_GPS
2.14,9,0.256,0.4825,SWITCH_TO_NON_GPS,Medium_GPS
3.48,17,0.316,0.5275,SWITCH_TO_NON_GPS,Poor_GPS
2.23,7,0.885,0.4325,SWITCH_TO_NON_GPS,Medium_GPS
1.96,20,0.002,0.805,CAUTION,Medium_GPS
2.94,9,0.742,0.4325,SWITCH_TO_NON_GPS,Poor_GPS
0.64,15,0.321,0.8425,CAUTION,Good_GPS
1.83,16,0.632,0.68,CAUTION,Medium_GPS
2.14,12,0.222,0.5525,CAUTION,Medium_GPS
0.51,9,0.422,0.685,CAUTION,Good_GPS
1.95,17,0.509,0.68,CAUTION,Medium_GPS
3.18,19,0.46,0.5275,SWITCH_TO_NON_GPS,Poor_GPS
1.13,20,0.045,0.8725,GPS_OK,Good_GPS
3.42,9,0.274,0.37,SWITCH_TO_NON_GPS,Poor_GPS
2.43,7,0.489,0.4825,SWITCH_TO_NON_GPS,Medium_GPS
1.15,17,0.083,0.8375,CAUTION,Good_GPS
3.49,13,0.045,0.48,SWITCH_TO_NON_GPS,Poor_GPS
1.44,9,0.003,0.6125,CAUTION,Good_GPS
1.92,13,0.361,0.6425,CAUTION,Medium_GPS
2.97,8,0.131,0.5225,SWITCH_TO_NON_GPS,Poor_GPS
2.08,9,0.46,0.4825,SWITCH_TO_NON_GPS,Medium_GPS
1.54,12,0.326,0.6425,CAUTION,Medium_GPS
